Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
24.0,female,46212,bachelor,0,sunbathing,2686,suburban,72.0,272,winter,0,1,0
37.0,female,108251,bachelor,9,skiing,2842,rural,176.0,42,spring,1,1,0
52.0,non-binary,66266,bachelor,6,sunbathing,4112,suburban,288.0,11,spring,1,0,0
27.0,non-binary,85668,high school,7,sunbathing,1304,rural,,184,fall,1,1,0
52.0,female,43554,master,7,skiing,2966,urban,134.0,69,summer,0,0,0
18.0,non-binary,70033,bachelor,0,swimming,1845,suburban,127.0,117,summer,0,1,0
31.0,female,117215,master,5,sunbathing,3085,urban,97.0,25,summer,1,1,0
62.0,non-binary,29565,master,7,hiking,3498,urban,63.0,0,spring,0,1,0
22.0,female,36174,doctorate,9,sunbathing,1568,suburban,181.0,233,spring,0,0,0
57.0,non-binary,98887,doctorate,9,swimming,4101,urban,6.0,247,winter,1,0,0
61.0,non-binary,74791,master,9,hiking,2528,rural,136.0,290,fall,0,0,1
55.0,male,105099,high school,9,skiing,1179,urban,150.0,100,fall,0,1,0
51.0,non-binary,82647,high school,0,sunbathing,1429,urban,224.0,155,fall,0,1,0
41.0,female,24044,,7,skiing,2698,rural,102.0,34,fall,1,1,0
,male,87957,doctorate,8,swimming,1399,urban,268.0,25,winter,1,1,0
44.0,female,33749,high school,5,swimming,4614,suburban,205.0,37,winter,0,1,0
22.0,female,112917,master,1,swimming,785,suburban,139.0,150,winter,0,1,0
60.0,female,80236,bachelor,2,sunbathing,3044,suburban,233.0,49,spring,0,0,0
30.0,female,53865,bachelor,0,swimming,3445,suburban,16.0,209,winter,0,0,0
57.0,non-binary,103252,bachelor,5,swimming,1588,rural,252.0,263,summer,0,0,0
,female,83385,high school,6,hiking,3787,suburban,82.0,122,winter,1,0,1
54.0,male,75109,master,3,sunbathing,677,suburban,151.0,168,spring,0,1,0
49.0,male,53662,doctorate,5,swimming,4248,urban,154.0,82,fall,1,1,0
55.0,female,41403,high school,7,hiking,2237,suburban,247.0,173,winter,1,1,0
48.0,non-binary,40532,master,2,swimming,1400,urban,31.0,273,winter,1,0,0
49.0,male,44124,doctorate,8,swimming,2391,rural,244.0,26,spring,1,0,0
32.0,non-binary,54727,master,4,hiking,4617,suburban,64.0,267,fall,0,0,1
65.0,male,92387,high school,5,skiing,4919,suburban,207.0,67,summer,1,1,0
47.0,female,51502,bachelor,1,swimming,4244,suburban,210.0,166,fall,1,1,0
60.0,male,46124,high school,5,skiing,4848,rural,83.0,157,fall,1,0,1
24.0,female,45306,,2,hiking,3547,rural,67.0,150,spring,0,0,1
55.0,non-binary,111622,high school,0,sunbathing,1623,rural,187.0,13,winter,1,1,0
48.0,male,69836,bachelor,1,sunbathing,1442,suburban,92.0,209,summer,1,0,0
61.0,male,74094,high school,5,skiing,2149,rural,112.0,187,spring,0,0,1
43.0,female,117689,bachelor,8,hiking,3816,urban,85.0,237,fall,1,1,1
53.0,non-binary,26678,bachelor,2,skiing,2599,urban,119.0,195,winter,0,0,1
63.0,female,78918,doctorate,9,swimming,535,suburban,9.0,247,fall,0,1,0
60.0,female,28468,bachelor,0,sunbathing,1472,rural,55.0,64,summer,1,0,0
43.0,non-binary,53933,bachelor,3,sunbathing,3741,rural,77.0,247,winter,0,1,0
61.0,female,51519,bachelor,6,sunbathing,1549,urban,261.0,184,fall,0,0,0
19.0,female,97289,bachelor,4,skiing,4222,urban,281.0,4,spring,0,0,0
60.0,non-binary,28427,high school,7,skiing,3581,rural,233.0,164,winter,1,1,0
62.0,male,93099,bachelor,0,sunbathing,2819,suburban,171.0,37,fall,0,0,0
60.0,non-binary,61790,bachelor,8,swimming,3329,urban,215.0,111,summer,0,0,0
26.0,non-binary,78697,doctorate,7,hiking,3150,urban,166.0,110,spring,1,1,0
65.0,non-binary,70965,doctorate,8,sunbathing,4939,suburban,96.0,252,summer,0,1,0
22.0,female,61390,high school,8,swimming,3972,rural,141.0,87,winter,1,0,0
44.0,non-binary,64440,master,6,hiking,1424,urban,32.0,248,summer,1,1,1
29.0,female,98451,bachelor,2,sunbathing,3947,rural,202.0,99,spring,0,0,0
52.0,non-binary,101902,master,2,swimming,521,suburban,66.0,126,summer,0,1,0
46.0,non-binary,55932,bachelor,1,hiking,4086,rural,298.0,173,fall,0,1,0
33.0,female,108262,doctorate,3,swimming,4010,rural,247.0,72,summer,0,0,0
36.0,female,22289,high school,0,swimming,821,urban,212.0,252,winter,0,1,0
66.0,male,58690,high school,6,skiing,4541,suburban,51.0,33,summer,0,0,0
60.0,male,90748,master,0,sunbathing,1840,urban,32.0,17,winter,1,0,0
68.0,female,53095,doctorate,4,hiking,704,rural,50.0,158,spring,0,1,1
44.0,male,72146,bachelor,1,sunbathing,1803,urban,276.0,180,fall,0,0,0
35.0,female,74714,high school,6,hiking,2403,urban,157.0,231,winter,0,1,1
58.0,male,28211,doctorate,5,sunbathing,3557,suburban,191.0,78,spring,0,0,0
30.0,male,84146,doctorate,8,swimming,4227,suburban,256.0,229,summer,1,0,0
47.0,female,65839,high school,1,swimming,4692,suburban,249.0,71,summer,0,0,0
43.0,non-binary,47709,high school,3,sunbathing,4827,urban,86.0,156,winter,1,1,0
23.0,female,56124,doctorate,9,skiing,2484,urban,83.0,151,winter,0,1,1
20.0,male,119169,master,8,sunbathing,1037,urban,259.0,223,spring,0,0,0
40.0,male,21371,high school,7,sunbathing,1451,suburban,268.0,281,spring,1,0,0
29.0,female,37185,doctorate,6,skiing,932,rural,165.0,40,spring,0,1,0
58.0,male,36720,master,8,hiking,3760,rural,53.0,284,spring,1,1,1
58.0,female,72739,high school,8,sunbathing,2145,rural,,263,spring,1,0,0
32.0,male,118102,high school,9,swimming,4940,suburban,4.0,93,fall,0,0,0
18.0,male,105043,bachelor,7,swimming,2429,suburban,146.0,254,summer,0,0,0
67.0,non-binary,26241,doctorate,5,skiing,4307,rural,118.0,194,fall,0,0,1
64.0,female,78397,high school,8,swimming,1995,suburban,291.0,201,fall,0,1,0
25.0,non-binary,33036,doctorate,9,skiing,3596,urban,230.0,81,spring,1,1,0
48.0,non-binary,82138,high school,6,hiking,3177,rural,127.0,247,spring,0,1,1
28.0,male,29535,doctorate,9,sunbathing,2608,urban,92.0,214,summer,0,0,0
34.0,female,39166,master,1,hiking,2126,rural,134.0,200,winter,1,0,1
44.0,male,76618,doctorate,3,skiing,4637,suburban,100.0,26,fall,1,1,0
48.0,female,105343,,8,sunbathing,1195,suburban,282.0,211,fall,0,1,0
44.0,non-binary,98647,bachelor,0,skiing,756,suburban,152.0,239,spring,1,1,1
31.0,male,65281,bachelor,6,swimming,2340,urban,27.0,84,fall,1,0,0
,male,78860,high school,6,sunbathing,1104,suburban,115.0,147,spring,0,0,0
40.0,non-binary,30885,bachelor,6,hiking,4507,suburban,252.0,176,spring,0,1,0
22.0,non-binary,117010,doctorate,1,swimming,3345,suburban,142.0,182,fall,1,0,0
47.0,female,64290,high school,2,sunbathing,3469,rural,297.0,23,fall,1,1,0
51.0,male,78791,bachelor,6,skiing,4859,rural,273.0,99,spring,0,1,0
64.0,non-binary,26258,master,2,swimming,4756,suburban,67.0,277,fall,0,1,0
36.0,female,27973,doctorate,0,sunbathing,3007,urban,225.0,97,summer,0,0,0
48.0,female,68127,high school,2,swimming,3936,urban,168.0,243,fall,1,0,0
33.0,non-binary,91568,high school,0,sunbathing,3032,urban,203.0,269,spring,0,1,0
62.0,male,24274,master,0,skiing,2829,suburban,76.0,184,winter,0,0,1
44.0,non-binary,77754,bachelor,9,skiing,1167,suburban,205.0,68,fall,1,1,0
43.0,non-binary,43245,bachelor,6,skiing,4692,rural,91.0,249,spring,1,0,1
56.0,female,23671,doctorate,3,hiking,913,suburban,179.0,145,summer,1,1,0
46.0,female,65716,doctorate,4,skiing,3475,suburban,176.0,10,winter,1,1,0
66.0,female,53600,master,5,hiking,2650,suburban,211.0,51,spring,1,1,0
68.0,non-binary,107465,master,8,sunbathing,1995,rural,285.0,252,spring,1,0,0
56.0,female,52863,master,9,sunbathing,4762,urban,202.0,250,winter,0,1,0
61.0,non-binary,107870,bachelor,9,sunbathing,718,urban,251.0,148,spring,1,1,0
62.0,non-binary,42841,bachelor,5,sunbathing,627,rural,277.0,115,winter,0,0,0
46.0,female,66959,high school,2,skiing,2595,urban,177.0,118,summer,0,0,0
62.0,non-binary,106271,doctorate,8,swimming,1001,rural,115.0,39,fall,1,0,0
63.0,female,89200,master,7,sunbathing,4287,urban,60.0,213,fall,0,0,0
,non-binary,64605,high school,8,swimming,4573,suburban,,133,spring,0,1,0
48.0,non-binary,23394,high school,0,sunbathing,2072,urban,182.0,176,fall,1,0,0
,female,63804,high school,2,hiking,1169,suburban,200.0,109,summer,0,1,0
23.0,non-binary,53938,high school,2,skiing,4616,rural,232.0,83,fall,1,1,0
26.0,non-binary,110474,high school,4,hiking,1551,rural,120.0,292,spring,0,1,1
32.0,female,106900,high school,7,sunbathing,3965,rural,119.0,2,winter,1,1,0
37.0,male,88080,master,7,hiking,4436,rural,28.0,32,winter,0,1,1
65.0,female,59654,bachelor,0,skiing,1067,urban,174.0,136,fall,1,1,0
,male,71822,high school,5,hiking,3278,rural,74.0,276,spring,1,1,1
20.0,non-binary,76513,doctorate,7,sunbathing,1163,rural,173.0,205,spring,1,1,0
69.0,male,61128,bachelor,3,swimming,2622,rural,132.0,127,fall,1,1,0
47.0,female,45203,high school,8,skiing,3151,suburban,82.0,186,summer,0,1,1
25.0,non-binary,115050,bachelor,9,hiking,1190,suburban,286.0,70,fall,0,0,0
,male,26008,bachelor,5,skiing,4428,urban,128.0,234,spring,1,1,1
,female,98219,high school,6,sunbathing,4693,urban,128.0,9,winter,1,1,0
56.0,male,80887,bachelor,2,skiing,1964,suburban,254.0,268,summer,1,0,1
60.0,female,33648,master,2,sunbathing,1461,suburban,48.0,278,winter,0,1,0
30.0,non-binary,42415,high school,2,skiing,1768,suburban,59.0,100,spring,0,0,1
57.0,female,43606,high school,4,swimming,1546,rural,250.0,100,fall,0,0,0
58.0,male,99853,high school,0,sunbathing,2741,rural,4.0,108,fall,1,1,0
65.0,non-binary,88517,bachelor,2,swimming,541,rural,,223,spring,0,1,0
54.0,non-binary,80798,high school,3,skiing,3625,urban,269.0,100,fall,1,1,0
49.0,female,114087,master,8,hiking,3475,rural,213.0,1,spring,1,1,0
31.0,non-binary,89684,bachelor,8,hiking,4454,urban,160.0,30,spring,1,0,0
18.0,male,76124,,9,sunbathing,2628,rural,61.0,40,spring,1,0,0
44.0,non-binary,57847,bachelor,0,skiing,2971,urban,91.0,68,fall,1,1,0
41.0,female,102349,bachelor,3,swimming,4311,suburban,,6,fall,1,0,0
68.0,female,43490,high school,9,skiing,4040,rural,155.0,259,spring,0,0,1
66.0,non-binary,93571,bachelor,3,skiing,1265,suburban,19.0,58,winter,1,0,1
39.0,male,94006,doctorate,4,sunbathing,4805,urban,102.0,70,fall,0,1,0
31.0,non-binary,113729,doctorate,4,sunbathing,1737,urban,247.0,145,spring,1,1,0
62.0,non-binary,65541,high school,8,skiing,3464,rural,152.0,67,spring,0,1,0
25.0,female,77575,doctorate,5,sunbathing,3257,suburban,19.0,122,summer,1,1,0
44.0,non-binary,54082,doctorate,4,hiking,1234,urban,166.0,89,spring,1,1,0
20.0,male,45647,doctorate,4,hiking,3922,rural,136.0,230,spring,1,1,1
,male,98288,high school,4,skiing,2466,urban,11.0,198,fall,1,1,1
68.0,male,105524,doctorate,3,sunbathing,966,urban,208.0,149,fall,1,0,0
64.0,male,72979,master,8,sunbathing,554,suburban,229.0,197,fall,1,1,0
38.0,male,48226,doctorate,7,hiking,3208,suburban,118.0,131,fall,0,1,1
,non-binary,75589,master,4,swimming,2253,urban,196.0,70,spring,0,0,0
57.0,male,63316,bachelor,9,hiking,2122,rural,296.0,213,winter,0,1,0
58.0,male,68418,master,2,skiing,1226,rural,37.0,76,spring,0,0,1
62.0,non-binary,94465,doctorate,3,skiing,1097,urban,10.0,38,winter,0,0,1
61.0,non-binary,36370,high school,6,hiking,2280,suburban,157.0,19,summer,1,0,0
58.0,male,101743,bachelor,5,sunbathing,2724,urban,8.0,259,winter,0,0,0
49.0,male,23139,high school,1,hiking,2166,rural,218.0,108,winter,1,1,0
69.0,female,60520,master,5,sunbathing,1193,suburban,38.0,276,fall,1,0,0
41.0,male,65493,master,5,hiking,508,suburban,,285,summer,1,0,0
,male,95584,bachelor,7,swimming,4385,suburban,181.0,226,winter,1,0,0
54.0,female,62505,doctorate,1,sunbathing,4665,suburban,49.0,287,summer,1,1,0
68.0,non-binary,85267,high school,8,hiking,2261,suburban,22.0,212,fall,1,1,1
,non-binary,93310,doctorate,0,hiking,4526,rural,92.0,226,spring,0,1,1
35.0,non-binary,67218,bachelor,0,hiking,896,urban,232.0,13,winter,0,1,0
28.0,male,91587,high school,4,sunbathing,4857,suburban,97.0,216,fall,1,1,0
44.0,female,57369,doctorate,9,sunbathing,2267,suburban,151.0,139,winter,1,0,0
60.0,female,117848,doctorate,4,hiking,3264,suburban,184.0,273,spring,0,0,1
55.0,male,20805,high school,7,skiing,3659,rural,278.0,206,spring,1,0,0
18.0,male,70512,high school,7,sunbathing,4486,suburban,34.0,143,fall,1,1,0
46.0,male,106211,doctorate,0,hiking,4821,suburban,165.0,140,fall,0,1,0
38.0,male,46218,doctorate,1,skiing,1799,suburban,56.0,233,summer,1,1,1
,non-binary,95044,doctorate,7,sunbathing,727,rural,175.0,251,summer,1,1,0
,female,107313,,0,sunbathing,4234,rural,139.0,124,spring,0,0,0
24.0,female,112454,doctorate,5,sunbathing,1802,rural,224.0,210,spring,0,1,0
55.0,female,43796,doctorate,9,sunbathing,574,rural,271.0,94,spring,0,1,0
48.0,non-binary,110118,master,4,skiing,1677,urban,16.0,169,winter,0,1,1
44.0,non-binary,95044,high school,9,skiing,959,suburban,62.0,249,spring,0,0,1
59.0,female,29891,high school,8,sunbathing,2657,suburban,161.0,241,fall,0,0,0
49.0,non-binary,43899,doctorate,1,sunbathing,4611,suburban,158.0,90,spring,0,1,0
22.0,non-binary,73416,master,2,swimming,1284,urban,240.0,80,fall,0,0,0
50.0,female,100938,master,3,swimming,3780,suburban,,187,summer,0,1,0
32.0,male,85531,bachelor,9,swimming,1675,suburban,177.0,65,winter,1,1,0
22.0,female,95601,master,5,swimming,4482,suburban,176.0,206,winter,1,1,0
37.0,male,101828,master,8,hiking,2441,rural,75.0,137,summer,0,1,1
55.0,non-binary,116502,high school,9,hiking,3275,rural,164.0,100,winter,1,1,0
54.0,male,45813,doctorate,6,swimming,2196,rural,169.0,213,fall,1,0,0
34.0,male,55189,bachelor,2,hiking,4622,suburban,104.0,226,summer,0,1,1
,male,75726,master,4,sunbathing,4224,urban,87.0,89,winter,0,0,0
,male,89335,master,8,sunbathing,533,suburban,271.0,207,fall,0,1,0
,non-binary,101560,bachelor,5,skiing,2788,urban,181.0,53,winter,0,1,0
,female,111923,master,5,skiing,2833,urban,283.0,94,winter,1,1,0
57.0,female,50642,master,9,skiing,1026,rural,152.0,16,summer,0,0,0
,male,24294,high school,8,skiing,833,urban,27.0,259,spring,0,0,1
21.0,female,51223,high school,9,swimming,3017,rural,274.0,278,winter,0,1,0
,female,71842,doctorate,2,swimming,2581,urban,46.0,168,fall,0,1,0
31.0,female,74597,master,9,sunbathing,3793,suburban,278.0,153,summer,0,0,0
21.0,female,90735,bachelor,1,sunbathing,2306,rural,210.0,226,summer,1,1,0
25.0,non-binary,84332,doctorate,7,sunbathing,1741,rural,28.0,98,spring,0,0,0
20.0,female,55590,high school,4,hiking,2948,rural,272.0,206,summer,0,1,0
63.0,male,118332,bachelor,4,hiking,2728,suburban,,171,summer,1,1,0
46.0,female,102358,bachelor,4,skiing,4794,suburban,86.0,166,winter,0,0,1
43.0,non-binary,84458,doctorate,8,skiing,3379,urban,229.0,79,summer,0,0,0
67.0,female,106529,master,3,swimming,2214,urban,80.0,212,fall,1,0,0
47.0,male,32503,doctorate,8,hiking,2820,suburban,26.0,271,summer,0,1,1
29.0,non-binary,53177,bachelor,7,swimming,634,urban,218.0,219,summer,0,0,0
32.0,female,28501,master,8,sunbathing,629,rural,,52,winter,1,1,0
69.0,male,66581,high school,0,hiking,1341,suburban,,274,winter,0,0,1
69.0,male,97832,doctorate,0,hiking,4614,rural,235.0,246,spring,0,0,1
58.0,male,58117,bachelor,6,hiking,1946,suburban,188.0,270,winter,1,0,1
19.0,female,95875,master,7,sunbathing,4995,urban,83.0,148,fall,0,1,0
18.0,non-binary,28168,high school,1,hiking,1401,suburban,151.0,95,spring,1,0,0
64.0,female,117861,doctorate,8,skiing,1056,rural,295.0,180,fall,0,1,0
64.0,non-binary,27598,high school,1,skiing,3580,rural,161.0,79,summer,1,0,0
45.0,non-binary,101245,bachelor,6,sunbathing,4998,rural,190.0,46,summer,1,0,0
57.0,male,65999,doctorate,1,swimming,4913,suburban,91.0,126,spring,1,1,0
52.0,male,95597,doctorate,9,skiing,1223,suburban,95.0,280,fall,1,1,1
51.0,male,49389,doctorate,4,swimming,2590,urban,182.0,192,spring,0,1,0
21.0,female,50615,high school,5,hiking,2650,rural,39.0,181,summer,0,0,1
35.0,non-binary,73121,master,1,skiing,4714,urban,148.0,242,fall,0,0,1
29.0,male,71742,master,8,hiking,1573,urban,194.0,296,winter,1,0,1
67.0,female,49916,high school,2,sunbathing,2546,suburban,219.0,103,winter,1,0,0
38.0,non-binary,82527,bachelor,7,sunbathing,2592,urban,87.0,122,winter,0,0,0
27.0,non-binary,48590,high school,0,swimming,1871,rural,283.0,280,spring,0,1,0
38.0,female,63904,doctorate,3,swimming,3360,urban,91.0,264,fall,1,0,0
57.0,non-binary,33217,bachelor,3,sunbathing,2480,rural,239.0,65,spring,0,0,0
42.0,female,68287,bachelor,9,sunbathing,1938,rural,252.0,183,summer,1,0,0
67.0,male,91407,bachelor,8,sunbathing,935,urban,227.0,159,fall,1,1,0
,non-binary,24926,bachelor,4,swimming,1390,suburban,162.0,259,winter,0,1,0
68.0,female,54995,doctorate,8,skiing,4582,rural,40.0,160,fall,0,1,1
23.0,male,116422,master,5,sunbathing,1290,rural,36.0,282,winter,1,0,0
31.0,male,66155,doctorate,2,hiking,4859,suburban,11.0,286,fall,0,0,1
54.0,male,74319,bachelor,8,swimming,2994,suburban,277.0,137,spring,1,0,0
,non-binary,75426,doctorate,1,hiking,3094,suburban,81.0,131,winter,0,0,1
57.0,male,39698,doctorate,6,swimming,1650,urban,40.0,36,spring,0,0,0
35.0,male,102317,bachelor,6,hiking,4975,rural,200.0,183,winter,1,1,0
47.0,male,105845,doctorate,3,skiing,1537,suburban,250.0,140,fall,0,0,0
26.0,female,53817,,7,hiking,1801,suburban,133.0,191,winter,1,0,1
31.0,non-binary,62198,bachelor,2,hiking,2236,urban,,284,fall,1,0,1
63.0,male,61475,doctorate,5,skiing,2163,rural,59.0,18,summer,0,1,0
69.0,non-binary,83916,doctorate,7,swimming,4160,rural,283.0,52,summer,1,0,0
63.0,male,115460,high school,5,swimming,2383,rural,189.0,185,summer,1,0,0
34.0,female,98698,bachelor,2,skiing,3435,suburban,36.0,111,fall,1,1,1
51.0,male,43220,high school,0,sunbathing,1555,suburban,64.0,62,winter,1,1,0
63.0,non-binary,59664,high school,4,skiing,4754,urban,70.0,294,winter,0,1,1
39.0,male,83935,bachelor,1,swimming,3325,suburban,205.0,100,spring,1,0,0
49.0,non-binary,113849,bachelor,1,hiking,2190,suburban,70.0,35,summer,0,1,0
29.0,non-binary,23417,bachelor,6,sunbathing,4587,suburban,275.0,227,spring,0,0,0
33.0,female,93437,doctorate,5,swimming,2970,suburban,254.0,104,summer,0,1,0
39.0,male,39570,bachelor,7,hiking,2715,suburban,91.0,11,spring,1,0,0
55.0,non-binary,68507,doctorate,7,skiing,1241,urban,99.0,35,spring,0,1,0
67.0,female,48316,master,5,sunbathing,2724,suburban,76.0,35,spring,1,0,0
56.0,non-binary,82012,bachelor,9,sunbathing,3854,urban,260.0,176,fall,1,1,0
19.0,female,89773,doctorate,5,swimming,2025,suburban,217.0,294,summer,0,1,0
62.0,male,114940,doctorate,7,swimming,2853,urban,291.0,168,fall,0,0,0
25.0,male,110292,bachelor,0,hiking,4210,rural,60.0,221,winter,0,1,1
61.0,male,106980,bachelor,8,hiking,1673,rural,94.0,169,spring,1,0,1
18.0,male,98869,doctorate,1,sunbathing,3332,rural,266.0,274,summer,0,0,0
58.0,male,52735,bachelor,2,skiing,1426,rural,195.0,299,spring,0,0,1
57.0,male,41968,master,6,hiking,3777,suburban,26.0,142,winter,1,0,1
58.0,non-binary,55461,master,8,swimming,1445,rural,31.0,160,fall,1,1,0
,non-binary,95524,master,9,sunbathing,4282,suburban,279.0,203,fall,0,0,0
62.0,female,60188,bachelor,9,skiing,4838,urban,91.0,123,spring,1,0,1
,male,39555,high school,2,sunbathing,531,urban,228.0,55,spring,1,1,0
53.0,male,110414,high school,1,hiking,2718,rural,186.0,73,summer,0,0,0
34.0,non-binary,119606,doctorate,3,hiking,3783,urban,271.0,286,winter,0,0,1
,female,113516,bachelor,2,hiking,3701,suburban,178.0,99,summer,1,1,0
47.0,female,38929,master,8,hiking,2328,rural,227.0,261,winter,0,0,1
69.0,female,62213,bachelor,4,swimming,1693,rural,134.0,189,summer,1,0,0
32.0,male,40660,high school,4,swimming,1292,urban,71.0,163,fall,0,0,0
37.0,male,40843,,6,sunbathing,4764,suburban,27.0,38,fall,0,1,0
53.0,female,100766,,2,skiing,4532,urban,73.0,12,fall,1,0,0
19.0,male,116700,doctorate,3,skiing,2709,rural,35.0,287,fall,0,0,1
62.0,male,61807,doctorate,7,swimming,4739,suburban,63.0,230,summer,0,0,0
21.0,male,56163,high school,4,hiking,4102,urban,149.0,147,fall,0,1,0
67.0,male,22798,master,9,sunbathing,972,suburban,242.0,260,spring,0,1,0
41.0,female,74352,bachelor,3,sunbathing,1870,rural,137.0,242,spring,1,1,0
65.0,female,29602,high school,0,hiking,1658,suburban,34.0,112,summer,0,0,1
59.0,non-binary,101608,bachelor,0,skiing,3473,urban,240.0,46,fall,0,0,0
19.0,male,70597,bachelor,6,skiing,517,urban,,230,winter,0,1,0
63.0,male,55212,master,8,swimming,3470,urban,54.0,37,fall,0,1,0
19.0,male,51071,doctorate,4,hiking,4294,urban,120.0,7,summer,0,1,0
67.0,non-binary,46038,high school,9,hiking,4908,rural,128.0,217,fall,0,0,1
18.0,non-binary,96529,high school,5,swimming,4180,urban,230.0,262,fall,0,0,0
30.0,non-binary,87329,master,3,sunbathing,4975,rural,264.0,18,summer,0,1,0
23.0,non-binary,83140,bachelor,4,skiing,2551,urban,244.0,12,spring,0,0,0
39.0,male,27533,master,5,hiking,3458,suburban,143.0,293,spring,0,1,1
34.0,male,20348,master,0,skiing,1600,suburban,,203,winter,1,1,1
66.0,male,20716,high school,0,skiing,3130,urban,,171,summer,0,1,0
39.0,non-binary,66001,bachelor,2,skiing,553,rural,35.0,225,fall,0,1,1
60.0,female,95923,doctorate,0,sunbathing,2598,suburban,13.0,151,fall,1,1,0
,female,37200,bachelor,5,swimming,948,rural,7.0,114,spring,1,1,0
69.0,male,48408,master,5,hiking,3994,rural,217.0,69,fall,1,0,0
20.0,female,86442,high school,8,swimming,916,urban,117.0,81,fall,1,1,0
63.0,non-binary,48135,master,7,hiking,1873,urban,139.0,41,summer,0,0,0
23.0,non-binary,75601,high school,9,swimming,1621,urban,33.0,28,summer,1,0,0
,male,45128,master,5,sunbathing,1594,urban,117.0,118,summer,0,0,0
52.0,female,48790,master,2,hiking,2037,rural,205.0,126,summer,0,1,0
66.0,male,73832,doctorate,6,swimming,2026,urban,158.0,271,winter,0,0,0
68.0,non-binary,94755,doctorate,9,swimming,3856,suburban,217.0,100,summer,0,0,0
67.0,female,98378,master,2,hiking,3856,suburban,233.0,196,summer,1,0,0
54.0,non-binary,29934,master,4,hiking,1182,rural,126.0,199,fall,1,1,1
64.0,female,69025,doctorate,0,sunbathing,1688,rural,144.0,177,summer,1,0,0
52.0,male,57387,doctorate,6,hiking,1339,suburban,258.0,224,summer,0,0,0
40.0,non-binary,31860,master,5,skiing,2948,urban,172.0,21,winter,1,1,0
,male,21391,,6,skiing,4151,suburban,95.0,195,winter,1,0,1
24.0,non-binary,88267,doctorate,5,swimming,555,suburban,70.0,99,winter,1,1,0
67.0,female,78326,high school,9,skiing,3126,urban,214.0,129,fall,0,0,0
,female,108600,bachelor,4,hiking,4092,suburban,110.0,241,spring,1,0,1
43.0,non-binary,39270,master,4,skiing,3764,urban,62.0,207,winter,1,0,1
27.0,non-binary,107857,master,3,sunbathing,1278,rural,159.0,262,spring,0,0,0
36.0,non-binary,53607,doctorate,3,skiing,905,suburban,,284,spring,1,1,1
40.0,female,90008,bachelor,4,hiking,4403,suburban,158.0,207,fall,1,1,1
48.0,male,98229,high school,1,sunbathing,4264,urban,210.0,129,spring,1,1,0
50.0,male,118851,bachelor,0,hiking,591,urban,136.0,231,summer,0,1,1
19.0,non-binary,38021,master,9,skiing,2604,rural,208.0,64,summer,1,1,0
45.0,male,89709,master,3,sunbathing,2755,urban,232.0,46,spring,1,1,0
49.0,male,109626,high school,5,swimming,2683,suburban,35.0,133,spring,1,0,0
50.0,male,49190,master,6,sunbathing,4694,rural,289.0,268,winter,1,1,0
26.0,male,69572,high school,2,hiking,2605,rural,25.0,69,fall,0,1,1
46.0,female,101846,high school,5,hiking,1904,suburban,269.0,186,summer,1,0,0
32.0,female,53835,master,4,skiing,2354,rural,48.0,111,fall,1,1,1
35.0,female,93319,high school,7,hiking,911,urban,72.0,51,winter,1,0,0
35.0,non-binary,66011,master,1,sunbathing,3902,urban,3.0,168,fall,0,0,0
,non-binary,117594,bachelor,7,swimming,2818,suburban,256.0,102,spring,1,1,0
31.0,female,102611,master,0,sunbathing,3247,rural,127.0,295,summer,0,0,0
46.0,male,46755,high school,4,skiing,3216,suburban,142.0,248,summer,1,1,1
67.0,female,108554,master,1,swimming,1694,suburban,192.0,118,summer,1,1,0
69.0,male,72978,high school,4,swimming,1023,rural,195.0,289,summer,0,0,0
36.0,male,64161,master,4,skiing,4306,urban,,133,winter,0,1,1
22.0,female,108819,master,8,hiking,2049,urban,297.0,282,fall,0,0,0
58.0,non-binary,63235,high school,0,hiking,1835,suburban,128.0,169,summer,0,0,1
67.0,male,102589,doctorate,9,swimming,1450,urban,215.0,182,summer,1,0,0
62.0,male,113103,master,1,hiking,1663,suburban,80.0,222,summer,1,1,1
22.0,female,111982,high school,9,hiking,613,urban,,255,summer,0,0,1
69.0,male,117895,doctorate,7,sunbathing,4734,urban,86.0,32,fall,1,0,0
32.0,male,99681,doctorate,9,swimming,1558,rural,69.0,102,summer,0,0,0
43.0,female,32698,bachelor,5,sunbathing,1592,suburban,,230,spring,0,0,0
41.0,male,90360,bachelor,1,hiking,3497,rural,288.0,180,spring,0,1,0
36.0,non-binary,109692,master,8,skiing,826,suburban,150.0,8,summer,0,0,0
37.0,non-binary,118692,high school,2,hiking,3207,rural,273.0,249,spring,0,0,0
60.0,non-binary,109920,master,3,swimming,4746,urban,283.0,173,summer,0,0,0
26.0,female,38200,high school,3,swimming,4563,suburban,93.0,275,summer,0,1,0
45.0,female,80975,bachelor,5,hiking,1126,rural,41.0,62,winter,1,1,1
33.0,non-binary,44032,doctorate,4,sunbathing,3500,urban,286.0,192,spring,1,1,0
28.0,female,71948,high school,0,swimming,1001,urban,224.0,198,winter,1,1,0
51.0,female,87602,master,0,sunbathing,653,suburban,195.0,24,winter,0,1,0
,female,32520,doctorate,4,swimming,4043,rural,287.0,283,spring,0,0,0
